"","Facility","Name","Address","City","State","Zip","County","Longitude","Latitude","Naics","Year","TRDGHG","Combustion","Process","Process_Coke","Process_DRF","Process_Taconite","Process_Sinter","Waste","Fac_Type","unit"
"26",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2015,83621.776,45988.457,38813.9,0,0,0,0,0,"EAF","Mt CO2e"
"27",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2016,67574.796,40612.547,26920.9,0,0,0,0,0,"EAF","Mt CO2e"
"28",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2017,74692.18,45173.335,29473.2,0,0,0,0,0,"EAF","Mt CO2e"
"29",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2018,76199.328,45727.746,30425.4,0,0,0,0,0,"EAF","Mt CO2e"
"30",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2019,76591.472,47575.079,28968.6,0,0,0,0,0,"EAF","Mt CO2e"
"31",1005755,"CASCADE STEEL ROLLING MILLS INC","3200 NE HWY 99W","MCMINNVILLE","OR","97128","YAMHILL COUNTY",-123.15905,45.22863,331110,2020,84439.576,46217.957,38174.9,0,0,0,0,0,"EAF","Mt CO2e"
"32",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2011,72415.282,42710.894,29660,0,0,0,0,0,"EAF","Mt CO2e"
"33",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2012,51954.552,40039.814,11875,0,0,0,0,0,"EAF","Mt CO2e"
"34",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2013,69085.456,39079.792,29967,0,0,0,0,0,"EAF","Mt CO2e"
"35",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2014,70925.686,38473.572,32408.8,0,0,0,0,0,"EAF","Mt CO2e"
"36",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2015,49790.918,31228.096,18528.1,0,0,0,0,0,"EAF","Mt CO2e"
"37",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2016,47972.87,30424.085,17514.6,0,0,0,0,0,"EAF","Mt CO2e"
"38",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2017,41475.112,31624.619,9814.4,0,0,0,0,0,"EAF","Mt CO2e"
"39",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2018,38962.764,30776.808,8150.4,0,0,0,0,0,"EAF","Mt CO2e"
"40",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2019,37755.926,28463.652,9259.7,0,0,0,0,0,"EAF","Mt CO2e"
"41",1001669,"ELLWOOD QUALITY STEELS","700 MORAVIA STREET","NEW CASTLE","PA","16101","LAWRENCE COUNTY",-80.34696,40.99341,331110,2020,32445.18,28229.44,4184,0,0,0,0,0,"EAF","Mt CO2e"
"42",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2011,25778.862,23601.474,2154,0,0,0,0,0,"EAF","Mt CO2e"
"43",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2012,33369.534,28486.628,4852,0,0,0,0,0,"EAF","Mt CO2e"
"44",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2013,31897.428,30179.151,1686,0,0,0,0,0,"EAF","Mt CO2e"
"45",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2014,32045.228,30448.351,1564.6,0,0,0,0,0,"EAF","Mt CO2e"
"46",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2015,33644.022,32975.494,634.4,0,0,0,0,0,"EAF","Mt CO2e"
"47",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2016,27841.348,26257.961,1556,0,0,0,0,0,"EAF","Mt CO2e"
"48",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2017,2785.242,366.634,2416.7,0,0,0,0,0,"EAF","Mt CO2e"
"49",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2018,28643.548,26406.961,2209.2,0,0,0,0,0,"EAF","Mt CO2e"
"50",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2019,27892,26327.75,1544.4,0,0,0,0,0,"EAF","Mt CO2e"
"51",1001673,"ELLWOOD NATL FORGE","ONE FRONT ST","IRVINE","PA","16329","WARREN COUNTY",-79.27005,41.841555,332111,2020,27284.998,26371.151,760.9,0,0,0,0,0,"EAF","Mt CO2e"
"52",1005700,"GALLATIN STEEL CO","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2011,190896.124,6791.143,184098,0,0,0,0,0,"EAF","Mt CO2e"
"53",1005700,"GALLATIN STEEL CO","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2012,191487.624,6866.643,184614,0,0,0,0,0,"EAF","Mt CO2e"
"54",1005700,"GALLATIN STEEL CO","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2013,199455.324,6972.343,192476,0,0,0,0,0,"EAF","Mt CO2e"
"55",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2014,239035.232,71224.474,167738.8,0,0,0,0,0,"EAF","Mt CO2e"
"56",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2015,227887.664,62510.098,165314.2,0,0,0,0,0,"EAF","Mt CO2e"
"57",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2016,224878.532,71032.074,153774.5,0,0,0,0,0,"EAF","Mt CO2e"
"58",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2017,287762.376,72563.407,215125.4,0,0,0,0,0,"EAF","Mt CO2e"
"59",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2018,321468.68,71375.385,250020.8,0,0,0,0,0,"EAF","Mt CO2e"
"60",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2019,263210.584,70605.163,192534,0,0,0,0,0,"EAF","Mt CO2e"
"61",1005700,"Nucor Steel Gallatin LLC","4831 US 42 W","GHENT","KY","41045","GALLATIN COUNTY",-85.004167,38.766667,331110,2020,215528.216,62155.287,153310.1,0,0,0,0,0,"EAF","Mt CO2e"
"62",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2011,83109.55,82848.46,27.9,0,0,0,0,0,"EAF","Mt CO2e"
"63",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2012,125807.292,125339.064,87.9,0,0,0,0,0,"EAF","Mt CO2e"
"64",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2013,96635.332,96289.049,69.2,0,0,0,0,0,"EAF","Mt CO2e"
"65",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2014,78425.344,78122.443,69.3,0,0,0,0,0,"EAF","Mt CO2e"
"66",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2015,81128.738,80881.031,59.7,0,0,0,0,0,"EAF","Mt CO2e"
"67",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2016,94228.806,93952.582,68.6,0,0,0,0,0,"EAF","Mt CO2e"
"68",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2017,55416.744,55281.483,60.3,0,0,0,0,0,"EAF","Mt CO2e"
"69",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2018,57499.79,57371.715,51.8,0,0,0,0,0,"EAF","Mt CO2e"
"70",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2019,55379.852,55265.659,40.9,0,0,0,0,0,"EAF","Mt CO2e"
"71",1001958,"HUNTINGTON INGALLS INCORPORATED","4101 WASHINGTON AVE","NEWPORT NEWS","VA","23607","NEWPORT NEWS CITY",-76.43943,36.98767,336611,2020,58398.06,58280.675,47.4,0,0,0,0,0,"EAF","Mt CO2e"
"72",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2011,82506.416,48853.012,33604,0,0,0,0,0,"EAF","Mt CO2e"
"73",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2012,76930.32,47634.99,29247,0,0,0,0,0,"EAF","Mt CO2e"
"74",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2013,73404.028,45701.946,27655.9,0,0,0,0,0,"EAF","Mt CO2e"
"75",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2014,71037.68,45219.335,25772.7,0,0,0,0,0,"EAF","Mt CO2e"
"76",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2015,74121.068,48420.801,25651.4,0,0,0,0,0,"EAF","Mt CO2e"
"77",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2016,70612.876,46121.157,24445,0,0,0,0,0,"EAF","Mt CO2e"
"78",1002216,"GERDAU AMERISTEEL JACKSONVILLE MILL","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2017,69762.012,50051.834,19659.7,0,0,0,0,0,"EAF","Mt CO2e"
"79",1002216,"CMC Steel Florida","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2018,80958.544,54410.433,26492.8,0,0,0,0,0,"EAF","Mt CO2e"
"80",1002216,"CMC Steel Florida","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2019,101401.688,43067.591,58290.6,0,0,0,0,0,"EAF","Mt CO2e"
"81",1002216,"CMC Steel Florida","16770 REBAR ROAD","BALDWIN","FL","32234","DUVAL COUNTY",-81.977729,30.28835,331110,2020,99477.912,36799.059,62641.8,0,0,0,0,0,"EAF","Mt CO2e"
"82",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2011,363535.088,174929.441,188427.9,0,0,0,0,0,"EAF","Mt CO2e"
"83",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2012,378567.112,155796.534,222612.7,0,0,0,0,0,"EAF","Mt CO2e"
"84",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2013,359340.224,178500.378,180260.9,0,0,0,0,0,"EAF","Mt CO2e"
"85",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2014,354252.736,176347.852,177726.6,0,0,0,0,0,"EAF","Mt CO2e"
"86",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2015,327395.46,169533.52,157690.1,0,0,0,0,0,"EAF","Mt CO2e"
"87",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2016,370927.796,187206.072,183532.7,0,0,0,0,0,"EAF","Mt CO2e"
"88",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2017,387555.772,193489.904,193870.4,0,0,0,0,0,"EAF","Mt CO2e"
"89",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2018,379091.364,195315.848,183577.9,0,0,0,0,0,"EAF","Mt CO2e"
"90",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2019,378342.7,198927.025,179214.3,0,0,0,0,0,"EAF","Mt CO2e"
"91",1002147,"SSAB Iowa Inc.","1770 BILL SHARP BOULEVARD","MUSCATINE","IA","52761","MUSCATINE COUNTY",-90.82278,41.48553,331110,2020,411429.1,212575.2,198639.1,0,0,0,0,0,"EAF","Mt CO2e"
"92",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2011,42998.764,22758.973,20216.7,0,0,0,0,0,"EAF","Mt CO2e"
"93",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2012,45524.96,23595.795,21905,0,0,0,0,0,"EAF","Mt CO2e"
"94",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2013,43451.808,24587.306,18839.8,0,0,0,0,0,"EAF","Mt CO2e"
"95",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2015,53447.892,28408.594,25010.3,0,0,0,0,0,"EAF","Mt CO2e"
"96",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2016,56650.816,35513.737,21101.1,0,0,0,0,0,"EAF","Mt CO2e"
"97",1006708,"GERDAU AMERISTEEL - SAYREVILLE","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2017,54017.612,23390.584,30603.4,0,0,0,0,0,"EAF","Mt CO2e"
"98",1006708,"CMC Steel New Jersey","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2018,64034.54,29273.705,34731.3,0,0,0,0,0,"EAF","Mt CO2e"
"99",1006708,"CMC Steel New Jersey","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2019,59135.58,31630.16,27473.2,0,0,0,0,0,"EAF","Mt CO2e"
"100",1006708,"CMC Steel New Jersey","NORTH CROSSMAN ROAD","SAYREVILLE","NJ","08872","MIDDLESEX COUNTY",-74.321207,40.479262,331110,2020,56390.736,30134.527,26225.6,0,0,0,0,0,"EAF","Mt CO2e"
"101",1006144,"NUCOR STEEL JACKSON INC","3630 4TH STREET","FLOWOOD","MS","39232","RANKIN COUNTY",-90.137278,32.312167,331110,2011,82836.67,23033.47,59781,0,0,0,0,0,"EAF","Mt CO2e"
"102",1006144,"NUCOR STEEL JACKSON INC","3630 4TH STREET","FLOWOOD","MS","39232","RANKIN COUNTY",-90.137278,32.312167,331110,2012,77197.332,28688.89,3317.1,0,0,0,0,0,"EAF","Mt CO2e"
"103",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2011,95199.04,42632.48,52523.6,0,0,0,0,0,"EAF","Mt CO2e"
"104",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2012,113793.16,50199.345,63542.8,0,0,0,0,0,"EAF","Mt CO2e"
"105",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2013,130034.208,51022.056,78960.6,0,0,0,0,0,"EAF","Mt CO2e"
"106",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2014,127271.748,53461.511,73756,0,0,0,0,0,"EAF","Mt CO2e"
"107",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2015,105482.96,50468.545,54963.4,0,0,0,0,0,"EAF","Mt CO2e"
"108",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2016,86254.668,48071.001,38134.8,0,0,0,0,0,"EAF","Mt CO2e"
"109",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2017,100838.468,48099.301,52690.3,0,0,0,0,0,"EAF","Mt CO2e"
"110",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2018,128831.2,53212.2,75565.3,0,0,0,0,0,"EAF","Mt CO2e"
"111",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2019,131108.388,56333.266,74718.2,0,0,0,0,0,"EAF","Mt CO2e"
"112",1002621,"NUCOR STEEL KANKAKEE, INC.","ONE NUCOR WAY","BOURBONNAIS","IL","60914","KANKAKEE COUNTY",-87.856643,41.181332,331110,2020,120616.448,53639.611,66922.6,0,0,0,0,0,"EAF","Mt CO2e"
"113",1002903,"AK STEEL CORP/BUTLER WORKS","1 ARMCO DR","BUTLER","PA","16003","BUTLER COUNTY",-79.94273,40.82926,331110,2011,286708.964,235331.873,51139.2,0,0,0,0,0,"EAF","Mt CO2e"
"114",1002903,"AK STEEL CORP/BUTLER WORKS","1 ARMCO DR","BUTLER","PA","16003","BUTLER COUNTY",-79.94273,40.82926,331110,2012,277601.392,214007.444,63377,0,0,0,0,0,"EAF","Mt CO2e"
